Logging to training_random_logs/5_robots/logs/PPO_set1
Using cpu device
Training started on Tue Jan 27 16:19:06 2026
Experiment configuration: {'algorithm': 'PPO', 'set': 1, 'verbose': 1, 'steps': 1000000, 'num_robots': 5, 'num_envs': 4, 'seed': 33, 'log_steps': 10000, 'resume': False, 'device': 'cpu'}
----------------------------------------
| rollout/                |            |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 20.3         |
|    ep_rew_mean          | -3.34e+05    |
| time/                   |              |
|    fps                  | 920          |
|    time_elapsed         | 488          |
|    total_timesteps      | 450000       |
| train/                  |              |
|    approx_kl            | 0.0024967664 |
|    clip_fraction        | 0.00221      |
|    clip_range           | 0.2          |
|    entropy_loss         | -24.3        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0017       |
|    loss                 | 1.02e+10     |
|    n_updates            | 540          |
|    policy_gradient_loss | -0.00293     |
|    std                  | 1.22         |
|    value_loss           | 1.93e+10     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 20.5         |
|    ep_rew_mean          | -3.37e+05    |
| time/                   |              |
|    fps                  | 914          |
|    time_elapsed         | 502          |
|    total_timesteps      | 460000       |
| train/                  |              |
|    approx_kl            | 0.0013809295 |
|    clip_fraction        | 0.000452     |
|    clip_range           | 0.2          |
|    entropy_loss         | -24.4        |
|    explained_variance   | 1.79e-07     |
|    learning_rate        | 0.0017       |
|    loss                 | 8.6e+09      |
|    n_updates            | 560          |
|    policy_gradient_loss | -0.00185     |
|    std                  | 1.23         |
|    value_loss           | 1.84e+10     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 17.8         |
|    ep_rew_mean          | -3.01e+05    |
| time/                   |              |
|    fps                  | 916          |
|    time_elapsed         | 512          |
|    total_timesteps      | 470000       |
| train/                  |              |
|    approx_kl            | 0.0011929347 |
|    clip_fraction        | 0.00011      |
|    clip_range           | 0.2          |
|    entropy_loss         | -24.5        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0017       |
|    loss                 | 8.53e+09     |
|    n_updates            | 570          |
|    policy_gradient_loss | -0.00169     |
|    std                  | 1.24         |
|    value_loss           | 1.83e+10     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 19.3         |
|    ep_rew_mean          | -3.19e+05    |
| time/                   |              |
|    fps                  | 918          |
|    time_elapsed         | 522          |
|    total_timesteps      | 480000       |
| train/                  |              |
|    approx_kl            | 0.0026250842 |
|    clip_fraction        | 0.00199      |
|    clip_range           | 0.2          |
|    entropy_loss         | -24.5        |
|    explained_variance   | -2.38e-07    |
|    learning_rate        | 0.0017       |
|    loss                 | 9.31e+09     |
|    n_updates            | 580          |
|    policy_gradient_loss | -0.0031      |
|    std                  | 1.24         |
|    value_loss           | 1.86e+10     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 18.5         |
|    ep_rew_mean          | -3.1e+05     |
| time/                   |              |
|    fps                  | 920          |
|    time_elapsed         | 532          |
|    total_timesteps      | 490000       |
| train/                  |              |
|    approx_kl            | 0.0017464848 |
|    clip_fraction        | 0.000696     |
|    clip_range           | 0.2          |
|    entropy_loss         | -24.6        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0017       |
|    loss                 | 1.02e+10     |
|    n_updates            | 590          |
|    policy_gradient_loss | -0.00218     |
|    std                  | 1.25         |
|    value_loss           | 1.82e+10     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 17          |
|    ep_rew_mean          | -2.89e+05   |
| time/                   |             |
|    fps                  | 915         |
|    time_elapsed         | 546         |
|    total_timesteps      | 500000      |
| train/                  |             |
|    approx_kl            | 0.002482358 |
|    clip_fraction        | 0.00166     |
|    clip_range           | 0.2         |
|    entropy_loss         | -24.7       |
|    explained_variance   | 2.38e-07    |
|    learning_rate        | 0.0017      |
|    loss                 | 9.24e+09    |
|    n_updates            | 610         |
|    policy_gradient_loss | -0.0028     |
|    std                  | 1.26        |
|    value_loss           | 1.81e+10    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 19.6         |
|    ep_rew_mean          | -3.16e+05    |
| time/                   |              |
|    fps                  | 917          |
|    time_elapsed         | 555          |
|    total_timesteps      | 510000       |
| train/                  |              |
|    approx_kl            | 0.0017008067 |
|    clip_fraction        | 0.000684     |
|    clip_range           | 0.2          |
|    entropy_loss         | -24.8        |
|    explained_variance   | -2.38e-07    |
|    learning_rate        | 0.0017       |
|    loss                 | 9.19e+09     |
|    n_updates            | 620          |
|    policy_gradient_loss | -0.00259     |
|    std                  | 1.27         |
|    value_loss           | 1.79e+10     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 18.8         |
|    ep_rew_mean          | -3.08e+05    |
| time/                   |              |
|    fps                  | 919          |
|    time_elapsed         | 565          |
|    total_timesteps      | 520000       |
| train/                  |              |
|    approx_kl            | 0.0021642977 |
|    clip_fraction        | 0.00154      |
|    clip_range           | 0.2          |
|    entropy_loss         | -24.8        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0017       |
|    loss                 | 8.87e+09     |
|    n_updates            | 630          |
|    policy_gradient_loss | -0.00285     |
|    std                  | 1.27         |
|    value_loss           | 1.83e+10     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 13.9         |
|    ep_rew_mean          | -2.48e+05    |
| time/                   |              |
|    fps                  | 921          |
|    time_elapsed         | 575          |
|    total_timesteps      | 530000       |
| train/                  |              |
|    approx_kl            | 0.0023586114 |
|    clip_fraction        | 0.00122      |
|    clip_range           | 0.2          |
|    entropy_loss         | -24.9        |
|    explained_variance   | 5.96e-08     |
|    learning_rate        | 0.0017       |
|    loss                 | 9.04e+09     |
|    n_updates            | 640          |
|    policy_gradient_loss | -0.00289     |
|    std                  | 1.28         |
|    value_loss           | 1.82e+10     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 18.5         |
|    ep_rew_mean          | -3.01e+05    |
| time/                   |              |
|    fps                  | 922          |
|    time_elapsed         | 585          |
|    total_timesteps      | 540000       |
| train/                  |              |
|    approx_kl            | 0.0032495244 |
|    clip_fraction        | 0.00651      |
|    clip_range           | 0.2          |
|    entropy_loss         | -25          |
|    explained_variance   | 1.79e-07     |
|    learning_rate        | 0.0017       |
|    loss                 | 8.93e+09     |
|    n_updates            | 650          |
|    policy_gradient_loss | -0.00339     |
|    std                  | 1.28         |
|    value_loss           | 1.72e+10     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 17.9        |
|    ep_rew_mean          | -3.06e+05   |
| time/                   |             |
|    fps                  | 918         |
|    time_elapsed         | 599         |
|    total_timesteps      | 550000      |
| train/                  |             |
|    approx_kl            | 0.002773278 |
|    clip_fraction        | 0.00356     |
|    clip_range           | 0.2         |
|    entropy_loss         | -25.1       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0017      |
|    loss                 | 7.75e+09    |
|    n_updates            | 670         |
|    policy_gradient_loss | -0.0033     |
|    std                  | 1.29        |
|    value_loss           | 1.7e+10     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 18.2         |
|    ep_rew_mean          | -3.02e+05    |
| time/                   |              |
|    fps                  | 919          |
|    time_elapsed         | 608          |
|    total_timesteps      | 560000       |
| train/                  |              |
|    approx_kl            | 0.0027189218 |
|    clip_fraction        | 0.0038       |
|    clip_range           | 0.2          |
|    entropy_loss         | -25.1        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0017       |
|    loss                 | 8.33e+09     |
|    n_updates            | 680          |
|    policy_gradient_loss | -0.00302     |
|    std                  | 1.3          |
|    value_loss           | 1.8e+10      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 16           |
|    ep_rew_mean          | -2.76e+05    |
| time/                   |              |
|    fps                  | 921          |
|    time_elapsed         | 618          |
|    total_timesteps      | 570000       |
| train/                  |              |
|    approx_kl            | 0.0026442814 |
|    clip_fraction        | 0.0027       |
|    clip_range           | 0.2          |
|    entropy_loss         | -25.2        |
|    explained_variance   | 2.38e-07     |
|    learning_rate        | 0.0017       |
|    loss                 | 9.45e+09     |
|    n_updates            | 690          |
|    policy_gradient_loss | -0.00281     |
|    std                  | 1.3          |
|    value_loss           | 1.74e+10     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 16           |
|    ep_rew_mean          | -2.72e+05    |
| time/                   |              |
|    fps                  | 922          |
|    time_elapsed         | 628          |
|    total_timesteps      | 580000       |
| train/                  |              |
|    approx_kl            | 0.0017109038 |
|    clip_fraction        | 0.00161      |
|    clip_range           | 0.2          |
|    entropy_loss         | -25.3        |
|    explained_variance   | -1.19e-07    |
|    learning_rate        | 0.0017       |
|    loss                 | 9.07e+09     |
|    n_updates            | 700          |
|    policy_gradient_loss | -0.00223     |
|    std                  | 1.31         |
|    value_loss           | 1.75e+10     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 15.6        |
|    ep_rew_mean          | -2.68e+05   |
| time/                   |             |
|    fps                  | 917         |
|    time_elapsed         | 642         |
|    total_timesteps      | 590000      |
| train/                  |             |
|    approx_kl            | 0.001663703 |
|    clip_fraction        | 0.000464    |
|    clip_range           | 0.2         |
|    entropy_loss         | -25.4       |
|    explained_variance   | 5.96e-08    |
|    learning_rate        | 0.0017      |
|    loss                 | 9.09e+09    |
|    n_updates            | 720         |
|    policy_gradient_loss | -0.00216    |
|    std                  | 1.32        |
|    value_loss           | 1.75e+10    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 16.7         |
|    ep_rew_mean          | -2.81e+05    |
| time/                   |              |
|    fps                  | 919          |
|    time_elapsed         | 652          |
|    total_timesteps      | 600000       |
| train/                  |              |
|    approx_kl            | 0.0028602728 |
|    clip_fraction        | 0.00874      |
|    clip_range           | 0.2          |
|    entropy_loss         | -25.4        |
|    explained_variance   | 1.79e-07     |
|    learning_rate        | 0.0017       |
|    loss                 | 9.41e+09     |
|    n_updates            | 730          |
|    policy_gradient_loss | -0.00312     |
|    std                  | 1.32         |
|    value_loss           | 1.79e+10     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 16.6        |
|    ep_rew_mean          | -2.8e+05    |
| time/                   |             |
|    fps                  | 920         |
|    time_elapsed         | 662         |
|    total_timesteps      | 610000      |
| train/                  |             |
|    approx_kl            | 0.003221327 |
|    clip_fraction        | 0.00868     |
|    clip_range           | 0.2         |
|    entropy_loss         | -25.5       |
|    explained_variance   | -2.38e-07   |
|    learning_rate        | 0.0017      |
|    loss                 | 7.88e+09    |
|    n_updates            | 740         |
|    policy_gradient_loss | -0.00307    |
|    std                  | 1.33        |
|    value_loss           | 1.65e+10    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 14.6         |
|    ep_rew_mean          | -2.53e+05    |
| time/                   |              |
|    fps                  | 922          |
|    time_elapsed         | 672          |
|    total_timesteps      | 620000       |
| train/                  |              |
|    approx_kl            | 0.0018853504 |
|    clip_fraction        | 0.00109      |
|    clip_range           | 0.2          |
|    entropy_loss         | -25.6        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0017       |
|    loss                 | 8.29e+09     |
|    n_updates            | 750          |
|    policy_gradient_loss | -0.00293     |
|    std                  | 1.33         |
|    value_loss           | 1.76e+10     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 20.2         |
|    ep_rew_mean          | -3.32e+05    |
| time/                   |              |
|    fps                  | 923          |
|    time_elapsed         | 682          |
|    total_timesteps      | 630000       |
| train/                  |              |
|    approx_kl            | 0.0031911125 |
|    clip_fraction        | 0.00583      |
|    clip_range           | 0.2          |
|    entropy_loss         | -25.6        |
|    explained_variance   | -1.19e-07    |
|    learning_rate        | 0.0017       |
|    loss                 | 7.46e+09     |
|    n_updates            | 760          |
|    policy_gradient_loss | -0.00376     |
|    std                  | 1.34         |
|    value_loss           | 1.66e+10     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 17           |
|    ep_rew_mean          | -2.87e+05    |
| time/                   |              |
|    fps                  | 918          |
|    time_elapsed         | 696          |
|    total_timesteps      | 640000       |
| train/                  |              |
|    approx_kl            | 0.0025731905 |
|    clip_fraction        | 0.00243      |
|    clip_range           | 0.2          |
|    entropy_loss         | -25.8        |
|    explained_variance   | -2.38e-07    |
|    learning_rate        | 0.0017       |
|    loss                 | 7.93e+09     |
|    n_updates            | 780          |
|    policy_gradient_loss | -0.00325     |
|    std                  | 1.35         |
|    value_loss           | 1.63e+10     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 14.4         |
|    ep_rew_mean          | -2.46e+05    |
| time/                   |              |
|    fps                  | 916          |
|    time_elapsed         | 709          |
|    total_timesteps      | 650000       |
| train/                  |              |
|    approx_kl            | 0.0028545868 |
|    clip_fraction        | 0.0038       |
|    clip_range           | 0.2          |
|    entropy_loss         | -25.8        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0017       |
|    loss                 | 9.46e+09     |
|    n_updates            | 790          |
|    policy_gradient_loss | -0.00302     |
|    std                  | 1.36         |
|    value_loss           | 1.75e+10     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 17.8         |
|    ep_rew_mean          | -2.98e+05    |
| time/                   |              |
|    fps                  | 916          |
|    time_elapsed         | 719          |
|    total_timesteps      | 660000       |
| train/                  |              |
|    approx_kl            | 0.0016744245 |
|    clip_fraction        | 0.00167      |
|    clip_range           | 0.2          |
|    entropy_loss         | -25.9        |
|    explained_variance   | 5.96e-08     |
|    learning_rate        | 0.0017       |
|    loss                 | 8.74e+09     |
|    n_updates            | 800          |
|    policy_gradient_loss | -0.00203     |
|    std                  | 1.36         |
|    value_loss           | 1.65e+10     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 14.4         |
|    ep_rew_mean          | -2.49e+05    |
| time/                   |              |
|    fps                  | 918          |
|    time_elapsed         | 729          |
|    total_timesteps      | 670000       |
| train/                  |              |
|    approx_kl            | 0.0030451145 |
|    clip_fraction        | 0.00453      |
|    clip_range           | 0.2          |
|    entropy_loss         | -25.9        |
|    explained_variance   | 2.38e-07     |
|    learning_rate        | 0.0017       |
|    loss                 | 8.49e+09     |
|    n_updates            | 810          |
|    policy_gradient_loss | -0.00337     |
|    std                  | 1.37         |
|    value_loss           | 1.68e+10     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 14.4         |
|    ep_rew_mean          | -2.48e+05    |
| time/                   |              |
|    fps                  | 914          |
|    time_elapsed         | 743          |
|    total_timesteps      | 680000       |
| train/                  |              |
|    approx_kl            | 0.0018019332 |
|    clip_fraction        | 0.00251      |
|    clip_range           | 0.2          |
|    entropy_loss         | -26.1        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0017       |
|    loss                 | 7.5e+09      |
|    n_updates            | 830          |
|    policy_gradient_loss | -0.00263     |
|    std                  | 1.38         |
|    value_loss           | 1.6e+10      |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 15.6         |
|    ep_rew_mean          | -2.62e+05    |
| time/                   |              |
|    fps                  | 915          |
|    time_elapsed         | 753          |
|    total_timesteps      | 690000       |
| train/                  |              |
|    approx_kl            | 0.0022304375 |
|    clip_fraction        | 0.00251      |
|    clip_range           | 0.2          |
|    entropy_loss         | -26.1        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0017       |
|    loss                 | 8.61e+09     |
|    n_updates            | 840          |
|    policy_gradient_loss | -0.00306     |
|    std                  | 1.39         |
|    value_loss           | 1.62e+10     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 18.9        |
|    ep_rew_mean          | -3.11e+05   |
| time/                   |             |
|    fps                  | 917         |
|    time_elapsed         | 763         |
|    total_timesteps      | 700000      |
| train/                  |             |
|    approx_kl            | 0.002073461 |
|    clip_fraction        | 0.00126     |
|    clip_range           | 0.2         |
|    entropy_loss         | -26.2       |
|    explained_variance   | 2.38e-07    |
|    learning_rate        | 0.0017      |
|    loss                 | 7.79e+09    |
|    n_updates            | 850         |
|    policy_gradient_loss | -0.00229    |
|    std                  | 1.39        |
|    value_loss           | 1.65e+10    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 13.2         |
|    ep_rew_mean          | -2.33e+05    |
| time/                   |              |
|    fps                  | 918          |
|    time_elapsed         | 772          |
|    total_timesteps      | 710000       |
| train/                  |              |
|    approx_kl            | 0.0029435838 |
|    clip_fraction        | 0.00499      |
|    clip_range           | 0.2          |
|    entropy_loss         | -26.3        |
|    explained_variance   | -2.38e-07    |
|    learning_rate        | 0.0017       |
|    loss                 | 9.78e+09     |
|    n_updates            | 860          |
|    policy_gradient_loss | -0.0031      |
|    std                  | 1.4          |
|    value_loss           | 1.71e+10     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 19.7         |
|    ep_rew_mean          | -3.16e+05    |
| time/                   |              |
|    fps                  | 919          |
|    time_elapsed         | 782          |
|    total_timesteps      | 720000       |
| train/                  |              |
|    approx_kl            | 0.0029627464 |
|    clip_fraction        | 0.00442      |
|    clip_range           | 0.2          |
|    entropy_loss         | -26.3        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0017       |
|    loss                 | 9.36e+09     |
|    n_updates            | 870          |
|    policy_gradient_loss | -0.00374     |
|    std                  | 1.4          |
|    value_loss           | 1.59e+10     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 17.1        |
|    ep_rew_mean          | -2.89e+05   |
| time/                   |             |
|    fps                  | 916         |
|    time_elapsed         | 796         |
|    total_timesteps      | 730000      |
| train/                  |             |
|    approx_kl            | 0.002356695 |
|    clip_fraction        | 0.00282     |
|    clip_range           | 0.2         |
|    entropy_loss         | -26.4       |
|    explained_variance   | 1.79e-07    |
|    learning_rate        | 0.0017      |
|    loss                 | 9.36e+09    |
|    n_updates            | 890         |
|    policy_gradient_loss | -0.0026     |
|    std                  | 1.41        |
|    value_loss           | 1.62e+10    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 15.5         |
|    ep_rew_mean          | -2.64e+05    |
| time/                   |              |
|    fps                  | 917          |
|    time_elapsed         | 806          |
|    total_timesteps      | 740000       |
| train/                  |              |
|    approx_kl            | 0.0023588159 |
|    clip_fraction        | 0.00367      |
|    clip_range           | 0.2          |
|    entropy_loss         | -26.5        |
|    explained_variance   | -2.38e-07    |
|    learning_rate        | 0.0017       |
|    loss                 | 9.03e+09     |
|    n_updates            | 900          |
|    policy_gradient_loss | -0.0027      |
|    std                  | 1.42         |
|    value_loss           | 1.63e+10     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 16.9         |
|    ep_rew_mean          | -2.81e+05    |
| time/                   |              |
|    fps                  | 918          |
|    time_elapsed         | 816          |
|    total_timesteps      | 750000       |
| train/                  |              |
|    approx_kl            | 0.0016934266 |
|    clip_fraction        | 0.000696     |
|    clip_range           | 0.2          |
|    entropy_loss         | -26.6        |
|    explained_variance   | -1.19e-07    |
|    learning_rate        | 0.0017       |
|    loss                 | 7.28e+09     |
|    n_updates            | 910          |
|    policy_gradient_loss | -0.00206     |
|    std                  | 1.43         |
|    value_loss           | 1.54e+10     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 14.8        |
|    ep_rew_mean          | -2.56e+05   |
| time/                   |             |
|    fps                  | 919         |
|    time_elapsed         | 826         |
|    total_timesteps      | 760000      |
| train/                  |             |
|    approx_kl            | 0.002765267 |
|    clip_fraction        | 0.00529     |
|    clip_range           | 0.2         |
|    entropy_loss         | -26.6       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0017      |
|    loss                 | 7.24e+09    |
|    n_updates            | 920         |
|    policy_gradient_loss | -0.00312    |
|    std                  | 1.43        |
|    value_loss           | 1.56e+10    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 15.2        |
|    ep_rew_mean          | -2.61e+05   |
| time/                   |             |
|    fps                  | 920         |
|    time_elapsed         | 836         |
|    total_timesteps      | 770000      |
| train/                  |             |
|    approx_kl            | 0.002303555 |
|    clip_fraction        | 0.00372     |
|    clip_range           | 0.2         |
|    entropy_loss         | -26.7       |
|    explained_variance   | 1.19e-07    |
|    learning_rate        | 0.0017      |
|    loss                 | 8.9e+09     |
|    n_updates            | 930         |
|    policy_gradient_loss | -0.0021     |
|    std                  | 1.44        |
|    value_loss           | 1.57e+10    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 17.7         |
|    ep_rew_mean          | -2.89e+05    |
| time/                   |              |
|    fps                  | 917          |
|    time_elapsed         | 850          |
|    total_timesteps      | 780000       |
| train/                  |              |
|    approx_kl            | 0.0030273262 |
|    clip_fraction        | 0.00503      |
|    clip_range           | 0.2          |
|    entropy_loss         | -26.8        |
|    explained_variance   | 5.96e-08     |
|    learning_rate        | 0.0017       |
|    loss                 | 7.67e+09     |
|    n_updates            | 950          |
|    policy_gradient_loss | -0.00334     |
|    std                  | 1.45         |
|    value_loss           | 1.57e+10     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 15.8        |
|    ep_rew_mean          | -2.69e+05   |
| time/                   |             |
|    fps                  | 918         |
|    time_elapsed         | 860         |
|    total_timesteps      | 790000      |
| train/                  |             |
|    approx_kl            | 0.001699402 |
|    clip_fraction        | 0.00072     |
|    clip_range           | 0.2         |
|    entropy_loss         | -26.9       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0017      |
|    loss                 | 7.12e+09    |
|    n_updates            | 960         |
|    policy_gradient_loss | -0.00222    |
|    std                  | 1.46        |
|    value_loss           | 1.5e+10     |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 17.6         |
|    ep_rew_mean          | -2.9e+05     |
| time/                   |              |
|    fps                  | 919          |
|    time_elapsed         | 870          |
|    total_timesteps      | 800000       |
| train/                  |              |
|    approx_kl            | 0.0029099314 |
|    clip_fraction        | 0.00723      |
|    clip_range           | 0.2          |
|    entropy_loss         | -27          |
|    explained_variance   | 2.38e-07     |
|    learning_rate        | 0.0017       |
|    loss                 | 7.93e+09     |
|    n_updates            | 970          |
|    policy_gradient_loss | -0.00416     |
|    std                  | 1.47         |
|    value_loss           | 1.58e+10     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 17.8        |
|    ep_rew_mean          | -2.94e+05   |
| time/                   |             |
|    fps                  | 920         |
|    time_elapsed         | 880         |
|    total_timesteps      | 810000      |
| train/                  |             |
|    approx_kl            | 0.002444189 |
|    clip_fraction        | 0.00524     |
|    clip_range           | 0.2         |
|    entropy_loss         | -27         |
|    explained_variance   | -2.38e-07   |
|    learning_rate        | 0.0017      |
|    loss                 | 7.73e+09    |
|    n_updates            | 980         |
|    policy_gradient_loss | -0.00329    |
|    std                  | 1.47        |
|    value_loss           | 1.56e+10    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 13.7         |
|    ep_rew_mean          | -2.42e+05    |
| time/                   |              |
|    fps                  | 916          |
|    time_elapsed         | 894          |
|    total_timesteps      | 820000       |
| train/                  |              |
|    approx_kl            | 0.0028970868 |
|    clip_fraction        | 0.00691      |
|    clip_range           | 0.2          |
|    entropy_loss         | -27.2        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0017       |
|    loss                 | 7.03e+09     |
|    n_updates            | 1000         |
|    policy_gradient_loss | -0.00301     |
|    std                  | 1.49         |
|    value_loss           | 1.59e+10     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 17.9         |
|    ep_rew_mean          | -2.98e+05    |
| time/                   |              |
|    fps                  | 917          |
|    time_elapsed         | 904          |
|    total_timesteps      | 830000       |
| train/                  |              |
|    approx_kl            | 0.0022063479 |
|    clip_fraction        | 0.00193      |
|    clip_range           | 0.2          |
|    entropy_loss         | -27.2        |
|    explained_variance   | 1.79e-07     |
|    learning_rate        | 0.0017       |
|    loss                 | 7.51e+09     |
|    n_updates            | 1010         |
|    policy_gradient_loss | -0.00236     |
|    std                  | 1.49         |
|    value_loss           | 1.55e+10     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 13.2         |
|    ep_rew_mean          | -2.34e+05    |
| time/                   |              |
|    fps                  | 918          |
|    time_elapsed         | 914          |
|    total_timesteps      | 840000       |
| train/                  |              |
|    approx_kl            | 0.0015604028 |
|    clip_fraction        | 0.00221      |
|    clip_range           | 0.2          |
|    entropy_loss         | -27.3        |
|    explained_variance   | -2.38e-07    |
|    learning_rate        | 0.0017       |
|    loss                 | 8.25e+09     |
|    n_updates            | 1020         |
|    policy_gradient_loss | -0.00197     |
|    std                  | 1.5          |
|    value_loss           | 1.62e+10     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 15.2         |
|    ep_rew_mean          | -2.63e+05    |
| time/                   |              |
|    fps                  | 919          |
|    time_elapsed         | 924          |
|    total_timesteps      | 850000       |
| train/                  |              |
|    approx_kl            | 0.0023990055 |
|    clip_fraction        | 0.00676      |
|    clip_range           | 0.2          |
|    entropy_loss         | -27.4        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0017       |
|    loss                 | 7.74e+09     |
|    n_updates            | 1030         |
|    policy_gradient_loss | -0.00245     |
|    std                  | 1.51         |
|    value_loss           | 1.51e+10     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 18.9         |
|    ep_rew_mean          | -3.05e+05    |
| time/                   |              |
|    fps                  | 920          |
|    time_elapsed         | 933          |
|    total_timesteps      | 860000       |
| train/                  |              |
|    approx_kl            | 0.0017462748 |
|    clip_fraction        | 0.00133      |
|    clip_range           | 0.2          |
|    entropy_loss         | -27.5        |
|    explained_variance   | 0            |
|    learning_rate        | 0.0017       |
|    loss                 | 8.13e+09     |
|    n_updates            | 1040         |
|    policy_gradient_loss | -0.00236     |
|    std                  | 1.51         |
|    value_loss           | 1.55e+10     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 14           |
|    ep_rew_mean          | -2.42e+05    |
| time/                   |              |
|    fps                  | 917          |
|    time_elapsed         | 947          |
|    total_timesteps      | 870000       |
| train/                  |              |
|    approx_kl            | 0.0025099346 |
|    clip_fraction        | 0.00431      |
|    clip_range           | 0.2          |
|    entropy_loss         | -27.6        |
|    explained_variance   | -1.19e-07    |
|    learning_rate        | 0.0017       |
|    loss                 | 8.11e+09     |
|    n_updates            | 1060         |
|    policy_gradient_loss | -0.00272     |
|    std                  | 1.53         |
|    value_loss           | 1.58e+10     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 14.1        |
|    ep_rew_mean          | -2.5e+05    |
| time/                   |             |
|    fps                  | 918         |
|    time_elapsed         | 957         |
|    total_timesteps      | 880000      |
| train/                  |             |
|    approx_kl            | 0.002000012 |
|    clip_fraction        | 0.00256     |
|    clip_range           | 0.2         |
|    entropy_loss         | -27.7       |
|    explained_variance   | 0           |
|    learning_rate        | 0.0017      |
|    loss                 | 7.15e+09    |
|    n_updates            | 1070        |
|    policy_gradient_loss | -0.00242    |
|    std                  | 1.53        |
|    value_loss           | 1.44e+10    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 18           |
|    ep_rew_mean          | -2.95e+05    |
| time/                   |              |
|    fps                  | 919          |
|    time_elapsed         | 967          |
|    total_timesteps      | 890000       |
| train/                  |              |
